itrd,dvfs,peak_qps,pkg_joules,avg_read,std_read,90th_read,95th_read,99th_read
1,0xc00,936353.4,7244.937975,218.4,201.3,319.5,457.7,892.4
1,0x1100,1198147.7,8999.191835,150.9,172.5,229.8,293.7,484.2
1,0x1500,1199254.5,10529.38446,128.5,131.5,193.5,238.3,388.9
1,0x1900,1199782.0,12134.407371,108.2,122.8,157.7,191.0,300.2
1,0x1c00,1199642.1,14146.075802,98.5,141.9,140.9,171.3,264.1
2,0xc00,944456.9,7371.629911999999,238.9,234.5,320.1,508.8,1101.2
2,0x1100,1167709.6,9004.645784,172.9,185.2,250.8,390.4,767.5
2,0x1500,1199481.6,10571.962704,139.6,143.6,208.6,271.4,525.9
2,0x1900,1199545.4,12193.171355,120.5,147.2,188.5,245.4,419.3
2,0x1c00,1199588.1,14215.764581,106.4,175.8,161.1,206.0,364.6
20,0xc00,967570.3,7404.949027,219.8,209.3,307.0,478.8,995.7
20,0x1100,1198920.7,9024.374953,153.1,162.5,231.8,310.3,560.5
20,0x1500,1199690.4,10568.119826,127.8,101.7,193.6,245.0,427.5
20,0x1900,1199425.9,12203.290157,109.1,123.5,164.4,207.4,346.1
20,0x1c00,1199579.3,14196.241409,93.6,116.0,130.4,154.7,238.0
50,0xc00,944521.0,7321.64822,210.5,180.8,367.1,481.6,767.0
50,0x1100,1198295.7,8953.483376,145.8,133.8,220.9,274.9,432.6
50,0x1500,1199132.5,10440.749264,129.8,151.3,188.5,227.2,325.5
50,0x1900,1199529.2,12027.124292,114.4,138.6,160.1,190.7,270.5
50,0x1c00,1199473.6,13936.395195,104.6,125.6,140.3,164.0,227.4
100,0xc00,872766.9,7220.971807,199.6,128.8,298.3,378.4,531.8
100,0x1100,1075097.2,8656.958594,152.1,55.7,209.4,241.2,338.6
100,0x1500,1195399.9,10016.301626,135.0,42.6,183.8,202.4,260.0
100,0x1900,1199643.6,11430.902301,125.4,120.2,168.8,183.3,223.4
100,0x1c00,1199486.7,13106.220575,119.8,151.8,162.3,173.7,206.8
150,0xc00,860763.0,7161.671327999999,215.6,134.6,305.6,372.1,491.6
150,0x1100,1099195.0,8644.338609,173.8,152.3,238.7,260.2,331.2
150,0x1500,1193739.0,9776.853507,155.5,113.8,214.8,228.2,270.3
150,0x1900,1199899.4,10853.363573,146.3,157.5,202.4,214.8,241.1
150,0x1c00,1199366.0,12168.047224,142.1,131.8,197.8,206.7,227.3
200,0xc00,830340.3,7087.784651,232.1,134.5,327.5,378.6,475.0
200,0x1100,927575.3,8297.022665,192.8,193.6,267.4,285.8,367.5
200,0x1500,938614.5,9104.925392,182.4,87.2,253.6,268.9,298.4
200,0x1900,940074.8,9988.992841,177.2,192.9,246.1,260.9,281.6
200,0x1c00,940547.8,11188.948363,172.6,195.1,242.9,255.1,276.7
250,0xc00,731684.1,6934.367882,248.9,151.7,356.6,387.8,452.4
250,0x1100,752136.8,7838.3886139999995,224.3,154.6,313.7,333.6,395.9
250,0x1500,753116.8,8559.212194,216.0,178.4,301.7,325.3,388.8
250,0x1900,753274.8,9366.395792,211.7,137.2,298.8,321.7,385.2
250,0x1c00,753251.1,10500.084085999999,204.7,145.2,293.3,312.3,383.1
300,0xc00,626090.5,6689.606785,275.1,213.3,390.4,407.2,462.7
300,0x1100,628632.1,7543.387307,253.5,139.4,366.6,389.5,424.8
300,0x1500,628481.2,8227.79895,249.8,145.5,362.8,386.5,420.1
300,0x1900,627490.9,8813.008184,242.2,100.8,357.2,380.7,406.9
300,0x1c00,627802.8,9780.561148,238.9,170.8,357.2,382.4,416.5
350,0xc00,538840.3,6477.264504,305.7,183.8,429.6,451.7,499.7
350,0x1100,538960.4,7323.408496999999,287.2,105.9,411.7,434.8,478.8
350,0x1500,539155.6,7973.79922,273.8,150.1,401.1,425.2,461.4
350,0x1900,539347.2,8774.656142,266.5,181.8,397.0,419.5,456.0
350,0x1c00,539351.5,9788.375797,261.4,130.9,395.1,415.9,452.0
400,0xc00,471778.6,6327.316866,338.5,155.1,474.5,499.8,546.3
400,0x1100,472447.0,7181.408244,314.8,194.2,457.3,479.5,525.3
400,0x1500,472181.4,8000.123221,306.8,163.0,455.3,480.2,528.1
400,0x1900,471908.4,8885.297942,297.2,132.9,449.6,476.4,523.5
400,0x1c00,472127.4,10053.555241,293.4,166.4,444.7,473.2,519.2
