itrd,dvfs,peak_qps,pkg_joules,avg_read,std_read,90th_read,95th_read,99th_read
1,0xc00,799964.7,7185.8793,240.4,211.3,386.4,530.7,934.7
1,0x1100,799362.2,8944.639291,160.3,119.5,251.5,359.9,612.3
1,0x1500,800046.3,10402.469262999999,115.3,197.3,169.6,220.5,417.9
1,0x1900,799559.5,11904.744811,93.8,122.9,134.5,175.7,306.5
1,0x1c00,799684.2,13774.210347,86.8,130.5,121.9,154.4,253.8
2,0xc00,799265.0,7346.381829,254.2,210.8,392.3,562.6,1038.4
2,0x1100,799534.4,8984.002835,171.4,123.3,272.3,403.4,696.7
2,0x1500,799832.0,10424.749695999999,133.6,159.4,221.6,332.4,545.2
2,0x1900,800037.1,11971.936677,103.1,97.8,163.2,234.9,422.4
2,0x1c00,799724.6,13843.9866,87.1,108.6,128.7,178.2,340.8
20,0xc00,799682.7,7376.92703,238.7,198.6,378.4,527.3,947.1
20,0x1100,799488.7,9019.737122999999,161.3,116.5,271.2,388.6,619.2
20,0x1500,799946.5,10468.063539,118.0,115.8,180.6,243.8,424.4
20,0x1900,799400.8,11940.662404,96.4,167.8,136.4,177.6,311.9
20,0x1c00,799748.0,13831.835095,84.7,100.5,115.5,142.5,234.2
50,0xc00,800006.0,7320.897188,218.3,250.9,361.2,460.5,751.1
50,0x1100,800219.9,8971.311785,150.2,113.1,224.6,286.1,464.2
50,0x1500,799775.4,10395.414796,121.7,127.8,170.2,207.8,334.1
50,0x1900,800126.6,11841.291573999999,104.4,170.8,138.3,162.0,237.7
50,0x1c00,799706.9,13668.747386,97.3,98.4,125.8,142.0,200.2
100,0xc00,799456.1,7239.313348,207.2,179.1,310.1,385.6,538.3
100,0x1100,799710.6,8781.027104,158.9,159.9,219.6,253.1,377.8
100,0x1500,800097.8,10040.906952,135.8,195.4,182.3,201.0,268.3
100,0x1900,800006.2,11245.939565,122.4,124.5,164.6,176.4,206.3
100,0x1c00,799725.9,12784.01522,116.8,153.4,155.4,166.9,187.4
150,0xc00,799377.0,7150.1272,217.8,141.1,310.7,375.7,496.0
150,0x1100,800059.3,8621.098951,174.5,130.7,241.7,265.9,370.6
150,0x1500,799993.7,9666.660727999999,154.2,83.1,214.9,228.7,265.4
150,0x1900,799714.4,10672.874394,145.0,201.2,201.8,214.5,238.5
150,0x1c00,799390.4,11974.544305,139.6,131.2,197.7,207.1,227.4
200,0xc00,799586.3,7096.343012,236.0,172.7,332.0,384.0,479.7
200,0x1100,799796.3,8360.405386,193.8,94.3,271.0,293.1,377.1
200,0x1500,799806.5,9212.491389,177.8,132.4,251.2,268.4,300.0
200,0x1900,799834.7,10062.521387,172.4,191.8,244.6,259.7,285.6
200,0x1c00,800016.2,11275.324485,169.6,141.2,242.0,254.7,276.4
250,0xc00,731672.8,6934.996121,247.4,164.0,354.7,386.7,449.1
250,0x1100,752858.9,7851.2463769999995,222.5,152.2,310.7,331.1,395.2
250,0x1500,753338.9,8630.91318,213.9,137.2,300.6,323.2,389.0
250,0x1900,753033.0,9336.430884,213.3,94.1,301.5,326.3,393.2
250,0x1c00,753233.5,10454.177743,202.8,181.6,292.9,311.2,382.5
300,0xc00,626292.3,6679.961221,273.6,228.3,388.7,404.9,464.3
300,0x1100,628094.7,7488.033406,256.4,168.4,369.2,391.4,429.8
300,0x1500,627974.0,8244.223627,245.1,177.2,363.5,387.3,422.5
300,0x1900,628089.4,8928.870181,239.8,131.1,357.4,381.5,408.0
300,0x1c00,628275.7,9986.524476,235.5,185.2,353.1,376.8,404.5
350,0xc00,538713.1,6481.91551,305.9,133.6,428.2,447.4,495.6
350,0x1100,538774.9,7305.077204,285.2,181.7,410.2,434.0,477.5
350,0x1500,538986.1,8008.498765,274.0,166.5,401.2,425.3,462.2
350,0x1900,539112.1,8707.685889,272.6,185.1,401.3,426.3,466.9
350,0x1c00,539348.2,9694.708833,264.2,186.4,396.2,418.2,453.2
400,0xc00,472093.4,6331.5647229999995,335.9,173.2,473.6,496.6,538.8
400,0x1100,472117.2,7160.429734,315.9,205.2,458.3,480.7,527.9
400,0x1500,471832.7,7927.642106,309.8,204.4,458.5,482.4,530.9
400,0x1900,472207.6,8925.879717,300.3,228.7,449.9,476.3,523.7
400,0x1c00,472302.1,10060.334049,293.0,157.8,445.3,473.3,518.3
