itrd,dvfs,peak_qps,pkg_joules,avg_read,std_read,90th_read,95th_read,99th_read
1,0xc00,99955.4,6266.565258,94.1,20.4,116.3,127.0,155.1
1,0x1100,99910.0,7222.469113,76.7,14.9,92.5,101.5,123.9
1,0x1500,99815.3,8032.554542,67.7,13.0,79.5,86.5,112.4
1,0x1900,99984.1,8947.322986,62.5,13.1,72.7,79.1,107.8
1,0x1c00,99849.8,9169.305036,62.4,63.8,72.0,78.5,106.2
2,0xc00,99936.0,6330.608975,90.6,26.1,114.7,126.5,157.7
2,0x1100,99933.7,7233.084638,72.6,15.9,87.8,98.3,122.7
2,0x1500,99875.7,8062.655175,65.3,12.6,78.6,85.9,110.2
2,0x1900,99868.0,8827.950378,61.1,13.4,75.6,87.2,115.4
2,0x1c00,99894.7,9176.148382,58.1,11.9,68.6,77.3,108.3
20,0xc00,99877.2,6313.628527,93.9,28.9,115.8,126.3,154.8
20,0x1100,99823.8,7225.46647,76.2,14.2,91.3,99.4,119.5
20,0x1500,99975.0,7850.941377,69.8,15.9,83.1,88.5,109.7
20,0x1900,100004.0,8949.447189,63.1,13.4,74.6,79.6,105.3
20,0x1c00,99877.7,9196.250931999999,62.2,11.5,72.9,79.3,106.5
50,0xc00,99805.1,6306.22636,104.3,24.2,133.6,143.9,168.9
50,0x1100,99936.1,7238.548835,85.6,19.3,112.0,117.3,131.2
50,0x1500,99846.6,8037.339016,78.5,17.3,104.4,111.1,122.4
50,0x1900,99774.2,8946.253046,73.0,17.7,99.3,104.8,115.7
50,0x1c00,99739.5,9193.368682,72.9,16.9,98.9,104.6,115.6
100,0xc00,99867.2,6256.294078,130.0,36.7,177.8,186.9,206.5
100,0x1100,99898.3,7181.863609,112.7,33.8,158.6,167.4,183.3
100,0x1500,99915.1,7948.32989,105.5,32.9,151.2,158.5,170.8
100,0x1900,99892.4,8836.655993,101.4,33.2,147.4,153.8,167.8
100,0x1c00,99943.6,9085.551426,100.4,32.6,146.5,153.1,166.7
150,0xc00,100016.0,6201.476245,159.8,50.9,223.6,236.4,254.1
150,0x1100,100061.7,7077.412638,144.4,47.6,207.6,220.5,241.0
150,0x1500,99921.6,7803.045031,138.5,47.7,202.5,214.1,234.8
150,0x1900,99895.4,8575.969687,135.2,47.8,199.6,208.2,232.1
150,0x1c00,99847.2,8811.128713,133.1,47.2,197.7,206.8,228.3
200,0xc00,99876.9,6152.225089,193.0,63.6,273.8,291.0,324.6
200,0x1100,99916.9,6983.304888,174.7,61.5,257.9,270.9,297.8
200,0x1500,99988.5,7686.519232,168.1,61.7,250.5,266.5,293.1
200,0x1900,99842.3,8457.520375,165.3,61.9,247.4,263.6,291.4
200,0x1c00,99961.2,8659.316671,164.3,61.9,247.1,263.1,290.0
250,0xc00,99924.8,6107.028115,221.1,78.5,324.1,347.9,398.2
250,0x1100,100058.2,6912.293019,206.8,77.6,309.7,329.2,392.1
250,0x1500,99931.2,7590.306677,200.3,78.5,302.7,326.5,392.6
250,0x1900,99786.5,8341.502279,195.7,78.5,298.7,322.0,386.8
250,0x1c00,99751.3,8503.384811,195.4,78.3,298.1,321.3,386.6
300,0xc00,99829.6,6064.977887,250.0,93.2,378.9,398.0,435.8
300,0x1100,99923.7,6850.776166,236.8,92.8,364.3,389.6,429.9
300,0x1500,99755.2,7523.459095,230.5,92.9,359.2,384.4,424.1
300,0x1900,99943.9,8178.631791,227.7,93.9,358.8,386.4,429.6
300,0x1c00,99821.8,8393.761527999999,224.6,93.4,355.7,381.5,422.3
350,0xc00,99885.1,6057.91244,280.7,107.5,425.1,443.0,485.4
350,0x1100,99957.1,6864.638111,265.9,107.6,413.0,435.0,477.9
350,0x1500,99780.3,7623.869608999999,259.8,106.8,405.0,430.6,472.1
350,0x1900,99884.8,8467.085602,254.4,108.1,400.9,427.1,469.9
350,0x1c00,99853.3,8703.776948,250.3,108.1,398.2,423.7,464.2
400,0xc00,99832.3,6051.7480239999995,316.1,122.0,475.5,505.0,565.9
400,0x1100,99860.0,6963.608354,297.4,122.0,461.2,485.2,536.0
400,0x1500,99970.9,7724.3139169999995,291.1,122.4,455.1,480.8,529.4
400,0x1900,99967.7,8555.212302,285.6,121.3,448.8,476.3,523.2
400,0x1c00,99832.1,8767.652061,282.7,122.3,445.8,474.8,521.8
