itrd,dvfs,peak_qps,pkg_joules,avg_read,std_read,90th_read,95th_read,99th_read
1,0xc00,1199727.6,12507.187399,122.0,57.0,192.7,235.5,333.9
1,0x1100,1199715.4,12511.727568,121.9,56.7,189.8,233.2,335.5
1,0x1500,1200007.0,12528.607183,124.7,60.3,198.1,240.7,344.6
1,0x1900,1199706.5,12529.814006999999,121.2,56.2,187.1,228.0,328.7
1,0x1c00,1199379.1,12544.28949,121.3,55.5,190.4,231.3,327.8
2,0xc00,1199249.4,12622.88677,132.7,76.8,219.9,280.9,430.1
2,0x1100,1199380.2,12579.626546,134.3,77.8,225.5,286.6,434.2
2,0x1500,1199475.3,12568.360944,140.7,83.3,245.3,305.4,462.0
2,0x1900,1199931.0,12605.277229,130.9,73.0,212.0,271.6,421.1
2,0x1c00,1199447.6,12576.763998999999,137.4,80.1,237.3,299.0,439.2
20,0xc00,1199515.8,12603.853245,120.1,56.4,190.6,232.3,330.3
20,0x1100,1199459.1,12563.668763,120.2,56.9,191.5,233.8,327.5
20,0x1500,1199842.8,12546.118209,124.2,59.1,198.0,241.3,345.2
20,0x1900,1199869.8,12584.402053,125.1,59.9,200.5,244.4,352.5
20,0x1c00,1199878.6,12556.190712,117.5,52.8,182.5,222.5,318.0
50,0xc00,1199572.5,12395.218361,124.7,47.2,180.9,211.7,289.2
50,0x1100,1199219.4,12394.952828,126.2,45.6,182.3,213.0,282.7
50,0x1500,1199553.7,12419.941722,125.6,46.6,181.5,213.2,285.5
50,0x1900,1199447.3,12406.155478,124.6,47.1,179.7,210.9,289.0
50,0x1c00,1199219.1,12406.99862,126.9,48.8,183.5,217.0,293.0
100,0xc00,1199149.0,11951.974243999999,136.0,41.5,183.7,201.1,250.2
100,0x1100,1199370.8,11967.773976,135.6,43.2,183.1,200.2,255.6
100,0x1500,1199314.8,11951.334598,136.9,40.8,184.5,201.6,255.9
100,0x1900,1199937.7,11953.932039,136.2,40.7,183.7,200.7,250.9
100,0x1c00,1199500.2,11971.038025,136.9,40.8,184.4,201.4,249.9
150,0xc00,1199935.1,11447.632099999999,156.7,46.8,215.5,227.7,262.6
150,0x1100,1199678.9,11413.650464,155.0,45.5,213.8,225.9,253.7
150,0x1500,1199833.3,11465.432632,157.1,44.8,216.5,227.9,258.7
150,0x1900,1199382.5,11404.668946,155.5,46.3,214.0,226.4,256.5
150,0x1c00,1199088.5,11445.651308,155.5,45.9,213.8,226.2,256.9
200,0xc00,941544.9,10480.175638,180.6,57.2,255.6,269.3,295.5
200,0x1100,942210.9,10461.078307,180.3,57.4,255.1,268.9,295.2
200,0x1500,941797.1,10480.12696,178.5,57.8,253.7,268.2,293.5
200,0x1900,941730.5,10494.196854,179.1,57.7,253.9,268.4,295.1
200,0x1c00,941351.7,10478.573046,182.3,58.0,257.4,270.7,297.3
250,0xc00,755610.0,9655.151065,211.2,73.6,302.7,321.7,352.0
250,0x1100,755191.0,9683.748902,213.4,72.8,305.2,324.2,356.7
250,0x1500,755090.2,9655.508586,211.9,73.0,304.1,323.3,355.8
250,0x1900,755807.8,9735.783793,211.4,72.0,303.5,322.2,352.4
250,0x1c00,755488.5,9643.498113,213.1,71.6,304.5,323.9,356.8
300,0xc00,630045.8,8785.056276,247.7,87.2,357.1,377.1,405.2
300,0x1100,630138.0,8857.044572,247.8,86.3,356.8,376.1,405.1
300,0x1500,629909.6,8908.655696,251.5,87.0,360.1,382.0,417.0
300,0x1900,630329.2,8869.482716,249.4,85.6,358.2,378.4,407.1
300,0x1c00,630068.6,8877.160298,249.0,87.4,358.7,379.3,414.1
350,0xc00,540803.6,8227.269714,294.0,99.4,418.0,440.4,484.3
350,0x1100,540854.5,8135.84816,284.3,101.2,409.5,433.5,476.0
350,0x1500,540895.1,8169.631607,281.2,101.4,406.4,431.5,473.6
350,0x1900,540898.7,8184.648282,280.0,102.4,406.4,431.7,474.3
350,0x1c00,540195.0,8271.451892,285.1,101.3,412.3,436.0,479.9
400,0xc00,473983.5,7783.944406,314.5,116.4,462.2,484.5,532.3
400,0x1100,473921.5,7864.637646,319.4,114.9,463.3,485.5,532.6
400,0x1500,473783.3,7820.832082,313.4,116.4,459.3,482.4,529.3
400,0x1900,474165.4,7803.911169999999,313.3,115.5,459.4,482.2,529.0
400,0x1c00,474016.0,7884.204677,316.2,114.7,461.1,483.8,530.8
