,rx_bytes_sum,instructions_sum,cycles_sum,ref_cycles_sum,llc_miss_sum,num_interruptions,duration,active_cores
0,632,342504,1442669,3125798,2632,5,0.008105628312285625,3
1,4768,1031364,4703103,10189972,7611,24,0.00907911347555637,13
2,1886,0,0,0,0,10,0.0015149908672382301,10
3,2166,0,0,0,0,15,4.4193808342692534e-05,15
4,1073751,67470066,165157749,357840600,268094,162,0.009900773758887503,16
5,1387618,77101860,187811554,406923608,222379,176,0.009857046157602124,16
6,1400412,78029394,189630939,410866170,212078,176,0.00995093239687324,16
7,1397929,76092238,177112253,383741904,232205,174,0.009958720675420923,16
8,1227899,77303611,191335272,414558482,223549,174,0.009986773788542685,16
9,1309567,76582551,189332728,410219498,207656,174,0.009993085514857074,16
10,1296807,74331958,182999845,396498622,197958,168,0.00983036132081425,16
11,1380479,77266089,190183807,412063678,203105,174,0.00996872274783543,16
12,1259477,75718360,181289190,392792166,218172,172,0.009990193100066587,16
13,1150162,64587476,159229362,344995664,185196,156,0.009768194402825656,16
14,1381270,77557574,188307563,407998552,214391,176,0.009853408914968591,16
15,1386543,77014475,184996473,400824684,215365,176,0.009821969593782618,16
16,1344490,77210253,189472026,410521306,206326,176,0.009794664067125541,16
17,1342416,77469642,190261093,412230832,199320,176,0.00996575860888228,16
18,1382288,78700519,192695261,417505140,206282,176,0.009989756548191913,16
19,1345645,77436258,188836614,409144450,197973,176,0.009825659939882738,16
20,1393733,78030520,192882698,417911156,197472,176,0.009943870325472526,16
21,1351515,77382938,192124803,416268996,198572,175,0.009931546183291787,16
22,1375130,77674843,188794006,409052566,195837,174,0.009968946885843754,16
23,1299509,75650925,180830691,391798784,207510,169,0.009958980675510577,16
24,1261564,75056335,185501001,401917256,200470,171,0.009968346195981448,16
25,1368870,75719554,182586658,395603234,207431,173,0.009925802043380016,16
26,1334039,75380821,185498909,401912888,194760,171,0.009873754439225668,16
27,1329092,77248048,186844260,404828216,210593,172,0.00995873860646159,16
28,1277631,76463588,188300386,407982978,199416,173,0.00992493238790772,16
29,1328541,76105820,185805359,402576746,196235,171,0.0099753096466585,16
30,1316451,75245785,185140941,401137646,192465,171,0.0099652475742233,16
31,1325510,76909699,183181386,396892106,212469,171,0.009979296544585015,16
32,1310527,73842177,180914533,391980316,196088,169,0.0098119937282737,16
33,1327158,77086746,188053695,407448470,201352,174,0.009963099297620447,16
34,1302641,75427376,184987672,400804924,192420,172,0.009951312397004275,16
35,1352462,78458414,183507319,397598292,222128,174,0.009948111016590006,16
36,1335009,74153978,175670656,380618550,196120,161,0.00987357512881901,15
37,1328970,76761946,186718729,404555892,203367,172,0.009990655858846847,16
38,1338758,75489778,182833221,396137248,206628,170,0.00988724203008346,16
39,1331594,79827048,190889548,413592712,217906,175,0.009992457928433769,16
40,1303909,79707955,193294476,418804022,214984,175,0.009960292400100828,16
41,1177194,75932066,182881824,396242678,222005,169,0.009981426890147204,16
42,1252013,78222472,187182443,405560974,229039,170,0.009926047560706055,16
43,1225083,75016348,183650341,397908056,215130,168,0.009879459958434469,16
44,1281076,76674766,186076336,403164164,221374,171,0.009977643440566704,16
45,1217485,75141520,183144214,396811454,214890,167,0.009955116536247081,16
46,1113078,66062353,161148098,349153038,205099,154,0.009966033091735549,16
47,1272340,72687799,179790052,389544298,204250,163,0.009925410319107007,15
48,1274263,74210020,182943804,396376812,211062,167,0.009994977239647323,16
49,1299484,78524956,190001497,411668686,226298,172,0.009896482033269666,16
50,1259719,76403398,184464941,399672728,217481,168,0.0099690579203648,16
51,1273368,78515021,189413062,410394062,221876,168,0.009953801363379781,16
52,1189206,74497425,179908629,389800710,217046,166,0.009780175096612102,16
53,1213254,73678536,181088616,392357836,204126,166,0.009909024796215447,16
54,1253036,73654581,181849945,394007042,196673,165,0.009966882057545538,15
55,1424949,74063766,181890768,394095728,200672,165,0.009824277180785235,15
56,1166906,68120249,165423530,358416734,208133,158,0.0098998496206378,16
57,1251403,76175078,187728141,406743428,220081,170,0.009811195796964068,16
