,rx_bytes_sum,instructions_sum,cycles_sum,ref_cycles_sum,llc_miss_sum,num_interruptions,duration,active_cores
0,426,0,0,0,0,1,0.0,1
1,6536,2090168,8053540,8681608,12074,38,0.007537706392312549,15
2,2866,0,0,0,0,15,4.6124843491325344e-05,15
3,1038421,109588091,266493991,247736840,283293,167,0.009989753099914862,16
4,1152352,117676597,275850703,256141938,207361,173,0.009959979986199996,16
5,1169727,115693743,267415731,248310348,159165,170,0.009999688965409988,16
6,1241624,117468002,272506324,253036992,150865,165,0.009966395160825918,16
7,1215252,117998335,273166907,253650332,138866,170,0.009861551331569424,16
8,1255393,120461097,279834283,259840568,149982,176,0.00996156584881581,16
9,1201777,118655198,274973885,255328502,133832,171,0.009944210670417472,16
10,1222005,117497521,270839006,251488796,140459,173,0.009979850337879426,16
11,1188773,115225651,266407675,247373802,142393,168,0.009822487524995697,16
12,1271665,124393181,286179062,265732324,151863,176,0.009987589650892983,16
13,1243200,122555335,283274504,263036410,154236,174,0.009928943423773595,16
14,1346681,125939608,291967667,271108214,168989,176,0.009906155829708907,16
15,1298453,124483685,287030872,266525038,135977,175,0.009983847925464803,16
16,1255095,121897955,281157820,261072552,121689,169,0.00994678067130368,16
17,1317879,124598060,287522334,266981312,126824,175,0.009838706151277984,16
18,1319657,122684422,283520195,263264326,132176,171,0.009995014136211771,16
19,1272434,119993137,279658055,259679316,149303,169,0.009948248947672052,16
20,1214344,120115903,277688706,257850736,120846,172,0.009932541356048744,16
21,1267439,119571068,276194791,256462908,119717,170,0.009999820689593342,16
22,1253003,119190626,274578100,254961148,124190,173,0.009990841376152198,16
23,1341030,123208751,283355808,263112642,133940,174,0.009937093771411646,16
24,1308437,125671878,289976058,269259224,142454,176,0.009984011373797026,16
25,1292437,122543253,282674065,262478528,143227,175,0.009997734826805113,16
26,1211977,121398431,276914993,257130458,136576,172,0.009857565812953729,16
27,1292692,122346022,281165896,261080924,119362,176,0.009864663401608069,16
28,1334353,124286241,286137750,265699226,122024,176,0.009821218559040883,16
29,1302004,121350259,278680725,258772436,118629,176,0.009782999235516978,16
30,1265439,124428773,285218664,264843904,119417,176,0.00980137579357786,16
31,1313584,118867973,273734601,254179900,119284,176,0.009830002700000931,16
32,1308423,123328246,283301019,263063814,122232,177,0.009934907218933524,16
33,1264525,121590014,279254712,259308062,119113,176,0.009810443038083805,16
34,1317833,123495338,283934811,263652116,120092,176,0.009894750653362294,16
35,1238406,121487887,278599589,258698102,116424,176,0.009957361709435073,16
36,1299099,122949671,281680631,261559454,124825,175,0.009987025857595123,16
37,1263272,126088480,286307347,265854290,143818,176,0.009923329628734354,16
38,1286502,125880268,289179758,268520018,148169,175,0.009936567909161347,16
39,1311305,130952977,300619827,279142890,153820,173,0.009966106195209034,16
40,1351432,125080668,286780796,266291922,142241,171,0.0099592048135189,16
41,1424309,121883182,281336289,261238198,129996,166,0.009954765846470981,16
42,1275451,127118015,293599053,272623754,153348,171,0.00995352274259405,16
43,1309161,135173891,316627623,294007480,187038,170,0.009911417555661226,16
44,1323744,133895804,302675686,281051238,164569,170,0.009998928965147919,16
45,1318551,129252565,297766293,276492034,170867,170,0.009958017226902493,16
46,1281687,124767529,284972238,264613596,140649,167,0.009851079603820553,16
47,1284812,123749172,288347144,267745816,149225,168,0.00986420409110486,16
48,1329349,129660564,294052044,273045162,157152,168,0.0099686734374736,16
49,1332686,128797784,296324294,275154308,156722,170,0.009962092745549222,16
50,1280034,131334113,297132634,275903524,171254,176,0.009781323717697833,16
51,1275659,133832970,302544679,280930416,177611,175,0.009806737174736957,16
52,1378715,137594989,312235922,289928262,179202,176,0.009911403417725317,16
53,1315747,132410398,297965078,276677960,162477,176,0.009948864809953382,16
54,1368002,129395574,296812132,275606526,165301,171,0.00997665654367467,16
55,1257255,129501479,292488675,271593088,162408,171,0.009854115811764073,16
56,1234879,128385266,292513563,271614668,151146,174,0.009998924827215457,16
57,1279258,121664035,283204814,262972450,138657,166,0.009973232749390604,15
58,1305925,121793012,280299962,260274586,176752,171,0.00999981655166088,16
59,1252399,128774402,291474041,270649054,162612,175,0.009964133780735787,16
60,1234939,127437871,286733544,266249620,142562,174,0.009933293425273595,16
61,1307898,134274557,304825514,283047180,174595,175,0.009889787893030308,16
62,1307777,135310901,304646717,282881976,170270,176,0.00996675067818989,16
63,1277775,129533010,291938987,271081928,154386,174,0.0096893585135719,16
64,1362772,129901274,299028317,277665856,157621,172,0.009968593782273718,16
65,1313005,133043435,301313248,279785610,183606,174,0.009979316544591912,16
66,1285878,134065895,306015647,284152752,197562,174,0.00986336719426455,16
67,1292806,136179506,313572698,291169944,256170,176,0.009997181723166111,16
68,1287055,130607018,301428106,279892860,211037,170,0.009947371361162539,16
69,1308624,139920299,314531896,292060028,277120,176,0.009958560330538045,16
70,1264607,169903461,320314068,297430380,247553,168,0.009925702733000943,16
71,1285680,131815952,300409421,278947422,217365,174,0.009995066894850654,16
72,1277360,131996225,301008754,279503770,230331,173,0.00996090619341593,16
73,1235628,130100741,295500595,274388244,187583,175,0.009911101003827933,16
74,1339967,137536285,309104487,287021696,220837,175,0.009974177232474908,16
75,1251424,126974682,286625973,266147752,171414,170,0.009971996542067773,16
76,1291330,133406350,303045283,281394932,213742,172,0.009981745166119023,16
77,1285847,135079611,303763480,282061676,201703,177,0.009992702066448988,16
78,1269477,131317999,294910165,273840840,176217,173,0.009821171662472986,16
79,1341305,136479491,307424791,285462554,198449,175,0.009986714133349702,16
80,1264874,132976897,298447405,277124900,170090,173,0.009920232731114734,16
81,1310892,133312996,299447629,278053360,172136,174,0.009980124475904992,16
82,1338247,127423295,291195606,270392226,157246,172,0.009973067576919854,16
83,1304723,122880802,283939121,263653650,141328,168,0.009966327574595715,16
84,1375667,135982282,310226729,288063568,173494,175,0.009980348613913316,16
85,1238669,128393136,290359456,269616126,149817,176,0.009825507181209373,16
86,1319387,131147558,295605855,274488370,154414,176,0.009867586161236607,16
87,1299310,131350727,297071076,275847936,156184,176,0.009988993444480497,16
88,1313404,132837633,303599297,281909212,170638,175,0.009883478925337561,16
89,1282932,129887997,293538806,272567308,150766,176,0.009854964777574061,16
90,1257881,130302610,294090295,273080314,143776,176,0.009982325855974434,16
91,1302053,131878428,296648033,275456090,157112,176,0.009981865510988107,16
92,1303539,135022836,303943100,282229688,158325,176,0.009944168601437448,16
93,1342876,131103572,297833245,276556384,152539,176,0.009946495843619256,16
94,1282935,134261118,303167663,281508552,173967,176,0.009992961032055528,16
