,rx_bytes_sum,instructions_sum,cycles_sum,ref_cycles_sum,llc_miss_sum,num_interruptions,duration,active_cores
0,66,1973482,2161691,4683614,8418,4,0.005945015843108911,3
1,206,39884,178156,385996,416,10,0.0014224370422196697,9
2,1340,145499,649741,1407744,1092,10,0.008643171256265951,8
3,5040,1295657,5798567,12563590,9153,34,0.00841961255848709,15
4,608298,71807516,156424479,338918632,207323,164,0.009561491572928129,16
5,758113,83621927,173902202,376787788,164770,177,0.009985211029383113,16
6,796569,82319515,167795592,363557064,118860,176,0.009967082057614502,16
7,774484,84100697,172901551,374619882,121141,177,0.009985608270899404,16
8,761743,83154623,170526593,369473910,127833,175,0.009989538617082282,16
9,770323,84284892,173160900,375181456,125905,175,0.009954327570457782,16
10,755347,84811560,173522089,375964160,109269,177,0.00999527034319667,16
11,779602,83599260,170306119,368996498,100241,174,0.009988907582381926,16
12,752469,82066216,168361129,364782314,96809,174,0.00992386893926515,16
13,747785,84975532,172022335,372714498,103961,176,0.009953995846205464,16
14,813299,86009805,174866897,378877824,116893,176,0.009928546182257305,16
15,794551,85980717,173620884,376178166,112061,175,0.009897124102456587,16
16,810254,86414353,174415941,377900614,113205,177,0.00996530412596694,16
17,806439,85324922,172915810,374651004,106844,177,0.00999487241202497,16
18,795178,88136087,174963943,379088606,101368,176,0.009948464120160042,16
19,832456,85805557,173668096,376280424,115351,176,0.009961066193471101,16
20,814999,87162107,176276235,381931810,107077,177,0.009958326192526273,16
21,852815,83997647,168127448,364276432,105609,173,0.009973666197815931,16
22,807815,83553257,167301332,362486852,99526,176,0.00995331170803852,16
23,816549,86130799,173847754,376669800,109638,176,0.009969386885995479,16
24,832283,86063718,174088845,377192140,116224,176,0.00994793791308204,16
25,828205,85172459,170564246,369555966,97323,175,0.009995951722741973,16
26,783700,84986711,171845294,372331414,85611,175,0.009965764126125562,16
27,790294,85129803,171080753,370674642,90456,170,0.009897901344103911,16
28,833035,87591954,174965534,379091830,89445,174,0.009996635860908917,16
29,794399,84487050,169801244,367902626,76133,174,0.009932762735435426,16
30,857956,86739794,174406488,377880828,68037,176,0.009994227584216408,16
31,812051,85219536,171892815,372434478,63502,175,0.009966428264285608,16
32,849324,84377744,169988498,368308772,60184,175,0.0099486434305667,16
33,839623,86665756,173972571,376940824,68354,176,0.009976911716176455,16
