,rx_bytes_sum,instructions_sum,cycles_sum,ref_cycles_sum,llc_miss_sum,num_interruptions,duration,active_cores
0,912,42262,308909,669266,1154,5,0.008063693815066832,4
1,5600,1435523,5730006,12415026,9265,32,0.007902944794118894,15
2,2940,0,0,0,0,16,4.0428979458268776e-05,16
3,1015669,81838170,168377013,364816452,236703,164,0.009463456366709092,16
4,1330960,97123526,189641599,410889986,170920,179,0.009974968956885847,16
5,1338058,97459740,188372003,408139264,140852,177,0.009999597930895839,16
6,1359443,101863563,196387133,425505080,127681,180,0.00999105585898478,16
7,1384940,100843506,194772473,422006598,126268,179,0.009999259999744827,16
8,1432867,98757089,192294870,416638430,132325,177,0.009993829653044708,16
9,1405138,100470405,193208935,418618850,124700,177,0.009990577927785493,16
10,1372324,101362952,191596547,415125594,148458,174,0.009976284129753148,16
11,1367725,99335450,193317363,418853604,127565,178,0.00998892551342259,16
12,1387971,100412272,193329612,418880332,123247,177,0.009968932403080139,16
13,1379255,98885738,191355633,414603384,124760,176,0.009970316541488463,16
14,1436115,101834236,194470087,421351424,121960,178,0.00999322620456076,16
15,1385248,101067783,192268445,416581256,120546,176,0.009984932408597382,16
16,1440877,102005709,195493680,423569146,122002,180,0.009985103443139118,16
17,1375028,98099576,190910195,413638238,118525,176,0.009981346890119617,16
18,1429913,101886935,194771448,422004518,119637,178,0.009996301378034958,16
19,1364717,99871577,191346248,414583312,114891,175,0.009995371722541974,16
20,1408252,102166742,194865895,422209138,117476,178,0.009972213783521994,16
21,1391977,102261526,195501235,423585578,114426,179,0.009998799309930797,16
22,1391116,101224116,192167661,416362908,110182,176,0.009598112275211129,16
23,1347082,92691063,180444282,390961870,129729,176,0.00993649790913721,16
24,1470266,99887835,192888103,417923870,126018,177,0.009995954481363614,16
25,1431455,100946443,193785350,419867552,118535,178,0.009993722066800713,16
26,1415834,100809876,194071271,420487444,117441,179,0.00999621448145327,16
27,1437694,101315805,194881491,422242652,123232,179,0.009998664827125803,16
28,1378007,100030784,191817357,415603994,143804,177,0.009995048963809988,16
29,1413935,98482163,190441368,412622444,127106,177,0.009992789652686088,16
30,1427964,97929876,188627679,408692830,128167,173,0.009988728271975266,16
31,1269001,91232120,174431415,377934414,107325,163,0.009915620660558849,16
32,1366266,96064728,188387191,408171634,142858,176,0.00972917645833671,16
33,1403116,101319181,194449782,421307354,118084,178,0.009980246889740307,16
34,1393255,99864988,191559511,415045358,117705,176,0.009987595857791675,16
35,1446977,100833327,193080929,418341378,116316,177,0.009995987584823306,16
36,1450958,99995120,193741385,419772548,121965,178,0.00997934137218668,16
37,1386204,102238017,192821494,417779258,133584,176,0.00997305378381165,16
38,1400213,100029640,192459119,416994448,124732,176,0.009953753777156476,16
39,1252517,86811264,168326765,364707642,112380,159,0.0093093804515105,16
40,1395487,94803359,187059004,405294032,154300,177,0.009965223436283943,16
41,1473510,101009366,193189302,418576548,130620,177,0.009955391708755762,16
42,1418330,100932776,193656042,419587584,127300,178,0.009985416546695361,16
43,1413418,102285761,193872828,420057560,132300,176,0.009995443446704637,16
44,1401765,100561004,191522489,414965148,115628,175,0.009980177924199285,16
45,1416594,101709910,192418951,416907504,121992,176,0.00998123309697693,16
46,1420313,100373177,191540760,415004720,129703,176,0.009972124128318665,16
47,1413061,102839732,194556560,421538884,135822,178,0.009957557916399282,16
48,1377180,97677980,186908735,404968642,138928,176,0.009947122740387152,16
49,1313400,97663626,188693293,408834972,153816,174,0.009949044120360042,16
50,1315513,100548450,191523648,414967592,154871,173,0.00998788551306397,16
51,1329255,95996439,186840209,404820000,157193,169,0.009990308962175504,16
52,1391973,95801602,183408979,397386210,143729,172,0.009995802067517955,16
53,1358850,97530699,187639842,406552536,159630,170,0.009980695165756955,16
54,1350764,92483831,181734512,393757754,143356,167,0.009978137233840426,15
55,1360621,94908470,183951963,398562190,132411,167,0.009988755168536265,15
56,1334776,93516678,181967852,394263428,138031,168,0.009975246888016168,16
57,1388166,99328503,190854147,413517052,152129,174,0.009990548272602852,16
58,1396414,94688079,184743956,400278372,150548,169,0.009963666884023064,16
59,1328264,96716897,186930228,405014948,157177,175,0.00996805378208751,16
60,1348749,100763885,193262919,418736032,150291,176,0.009950879293406652,16
61,1416649,100141554,193421345,419079362,176893,173,0.009988357237364565,16
62,1369827,98886683,190055864,411787090,164753,173,0.009954865501677759,16
63,1378668,94689035,181507848,393266900,145801,167,0.009967787575099163,16
64,1321761,93354396,181670678,393619694,137839,167,0.0099879482717063,16
65,1399527,100393324,192327900,416710294,153260,175,0.009989299306654934,16
66,1364257,95794214,186183733,403397878,147326,169,0.009999714482660167,16
67,1348049,100387426,192567886,417230086,173721,173,0.009968648954706536,16
68,1374704,99966527,191265927,414409268,164193,175,0.009998067585540546,16
69,1402928,100076403,191175655,414213566,148977,174,0.009981684131615218,16
70,1421896,94611530,183909736,398470748,140927,169,0.009994299308379072,16
71,1335637,100922948,191949218,415889448,156385,175,0.009898245482153614,16
72,1338703,99675947,191184741,414233430,164859,175,0.009912126866250644,16
73,1375691,100771917,193147926,418486848,158527,176,0.009985787581306062,16
74,1363029,94557257,182556376,395538442,149859,167,0.009888574444336015,16
75,1361024,99673233,192690459,417495624,166186,176,0.009947379292199757,16
76,1295673,102517573,193072134,418322606,160097,175,0.00998114068315196,16
77,1354736,100231955,192670783,417452698,166135,173,0.009962767573368128,16
78,1338824,95299999,184290695,399296144,142873,169,0.009971340679772648,16
79,1401054,98367257,189738726,411100274,149318,173,0.009989308272175266,16
80,1374137,97468534,187519122,406291132,151753,172,0.009982141373152198,16
81,1357676,97642930,188210904,407789850,165989,167,0.009979565510195004,16
82,1354332,99482544,189939490,411535176,166097,169,0.009947493085342443,16
83,1323267,98438913,189754455,411134126,158246,173,0.009960731710597142,16
84,1332751,93471751,179695424,389340042,125181,164,0.009941943428256354,15
85,1348399,100028455,192380602,416824382,164915,176,0.009981364821160283,16
86,1350185,100999557,193635390,419542890,166661,175,0.009991525514319142,16
