,rx_bytes_sum,instructions_sum,cycles_sum,ref_cycles_sum,llc_miss_sum,num_interruptions,duration,active_cores
0,426,0,0,0,0,2,0.006492184307649761,2
1,2306,330708,1297742,2811822,2084,16,0.0026312250452500156,12
2,3360,308314,1202979,2606396,1881,18,0.0027687230236975945,12
3,3360,0,0,0,0,16,3.780759924399974e-05,16
4,1058058,65752380,164853240,357180824,260477,163,0.009882139959358606,16
5,1391671,77061798,192969202,418098824,224907,176,0.009970501369138404,16
6,1439245,77997514,193423699,419083262,216070,176,0.009986842754083708,16
7,1349132,76313895,189337818,410230912,212015,175,0.009903788932341012,16
8,1224515,68317989,169827611,367958890,196107,164,0.00989115375557026,16
9,1376090,76189450,189030428,409564662,193512,174,0.009940030324148388,16
10,1326882,73979383,184364400,399454666,189620,170,0.009983680684027822,16
11,1393467,74634458,187352303,405928484,192809,172,0.009917329626665389,16
12,1352664,76364711,190858678,413525814,190011,174,0.009700581965717919,16
13,1372033,77659441,193947537,420218474,195665,176,0.00994321377352199,16
14,1349050,76715947,192462056,417000168,192223,175,0.00982789580272269,16
15,1203906,66312279,165665352,358940348,176578,160,0.009576159164192815,16
16,1410962,77253146,192889320,417925690,192743,176,0.009503352932190666,16
17,1317459,76776931,192569351,417232270,197901,175,0.009564602608483658,16
18,1369989,77460776,191507525,414931946,203206,176,0.009799713724039216,16
19,1454064,77985308,194405235,421209776,197700,176,0.00992090411065659,16
20,1350256,76571024,193250142,418707224,195759,176,0.009866288919409973,16
21,1359798,77656358,193300145,418815410,195385,176,0.00998715309901831,16
22,1369031,76554112,191809491,415585976,193078,174,0.009826251664224711,16
23,1336531,76283479,191547707,415018422,190693,175,0.009989666892988584,16
24,1309152,73016846,183042850,396591364,183509,169,0.00986405650484707,16
25,1291097,76156158,190352729,412429316,191694,175,0.009995082067269678,16
26,1301285,74990444,186760165,404645930,193264,174,0.009893980653096776,16
27,1404655,73672130,180760552,391647048,194348,172,0.009972922059628296,16
28,1379472,75308327,187726233,406739190,193807,174,0.009930375148405224,16
29,1357646,76473792,190586815,412936732,193309,175,0.009932723425077044,16
30,1326659,76091456,189312230,410174518,189666,174,0.009957271019748628,16
31,1300117,76210525,191167233,414194404,193895,174,0.00999163585918478,16
32,1303226,75128607,187622239,406513406,194999,171,0.009946745498877758,16
33,1372632,77126743,191228336,414326432,192464,175,0.009964832401666346,16
34,1360808,77592854,193838666,419982550,194662,175,0.009936450322913905,16
35,1389106,77076677,190801264,413401222,195022,175,0.009946103429690838,16
36,1299527,76559657,188693890,408835180,208404,172,0.009990025513801902,16
37,1301413,75502945,189066629,409642610,192707,173,0.009986397236688703,16
38,1300332,74056062,183449145,397471802,202053,171,0.009822406145657292,16
39,1377238,76004270,189440993,410454200,204610,175,0.009967444126704871,16
40,1380255,75648143,189157488,409839898,202133,174,0.009973558611571936,16
41,1330691,76490821,190749792,413290124,200353,174,0.009931513079832097,16
42,1324217,76463885,188663819,408770466,195196,173,0.00999063516918454,16
43,1121971,66316233,165199275,357930820,181879,157,0.009951673776439234,16
44,1352564,77559517,192515400,417115556,206818,176,0.009923217214902488,16
45,1310931,76572161,189685516,410983508,203730,174,0.009918752385776684,16
46,1300739,76675938,191192363,414248744,212490,174,0.009995568963989298,16
47,1316924,78245777,188169261,407698668,221931,170,0.009799346137705564,16
48,1304664,76094620,186909641,404969292,207536,172,0.009987508961209987,16
49,1324774,73557465,179502801,388921962,206440,168,0.009971998611034004,16
50,1315284,72760222,179457235,388822330,209072,166,0.00986695236791461,16
51,1287461,77133761,188829329,409128928,232294,174,0.009928650320224249,16
52,1215840,75949478,186034997,403074542,221761,171,0.009971977921371698,16
53,1219318,72345592,179751075,389459278,207440,166,0.009993025514836384,16
54,1258215,76095595,187607013,406480516,217270,171,0.009813258556296054,16
55,1328226,78045158,193047486,418268240,217709,175,0.009826022008973107,16
