,rx_bytes_sum,duration,num_interruptions
0,426,21067306,1
1,3706,89777722,19
2,700,3694566026,5
3,1400,118602720,14
4,57147,3266776,24
5,63551,2845000,14
6,65590,2883320,15
7,62918,2955380,14
8,61922,2643680,14
9,64784,3475024,14
10,62425,2794936,14
11,58465,2664120,14
12,129878,3810120,21
13,71085,2664124,14
14,63923,2662708,13
15,88718,2661784,13
16,65849,2662852,13
17,65169,2609244,13
18,62593,2662288,12
19,66176,2704156,11
20,60025,2663336,12
21,55622,2662664,11
22,76157,2662228,14
23,59793,2662360,14
24,61653,2662236,13
25,67304,2662420,13
26,70855,2662888,13
27,69762,2662184,14
28,71498,2662544,14
29,100490,2662284,14
30,66864,2661824,13
31,71136,2662512,14
32,66267,2767816,14
33,85001,2602528,14
34,195331,7680268,37
35,66572,2651572,14
36,64323,2662876,13
37,81072,2774504,16
38,74526,2662456,14
39,62363,2662400,13
40,72123,2662100,13
41,70985,2661944,13
42,70399,2663196,13
43,69218,2662120,13
44,65527,2662724,12
45,68732,2660924,14
46,57122,2663780,13
47,55375,2662184,13
48,72109,2662460,14
49,70774,2662564,14
50,66821,2662276,14
51,80131,2662656,14
52,65118,2662232,14
53,69148,2662656,14
54,80290,2662248,14
55,59884,2662148,13
56,57986,2662184,14
57,63728,2662476,14
58,68289,2826540,15
59,69316,2796568,14
60,60947,2665776,14
61,67380,2660436,14
62,71002,2662504,14
63,69849,2663816,14
64,63810,2691860,14
65,70107,2664976,14
66,66841,2661968,14
67,69157,2662992,14
68,77884,2662292,14
69,62785,2662004,14
70,70725,2662396,14
71,64006,2750368,14
72,65909,2661652,14
73,79166,2662404,14
74,69205,2662248,14
75,68205,2663036,14
76,66669,2661960,14
77,55747,2661728,14
78,73766,2663480,14
79,76738,2662628,14
80,78972,2662780,14
81,70850,2660756,14
82,74121,2663292,14
83,73920,2696316,14
84,68347,2662976,14
85,76425,2662816,14
86,68357,2662320,14
87,77469,2781172,14
88,76397,2700148,15
89,80758,2660304,14
90,82894,2662572,14
91,74804,2660756,13
92,65509,2663164,14
93,79311,2663244,15
94,75735,2662568,14
95,64102,2662216,14
96,66577,2661716,13
97,75878,2663160,15
98,66845,2662380,14
99,84006,2662304,14
100,65639,2662492,14
101,80507,2662308,14
102,67465,2661372,13
103,65332,2667664,14
104,71724,2659744,14
105,74362,2663564,14
106,75434,2662412,14
107,81825,2662208,14
108,81034,2662108,14
109,75722,2662560,14
110,79917,2665476,14
111,69150,2659532,14
112,63241,2662384,14
113,61306,2662316,14
114,76987,2662364,14
115,75468,2661640,14
116,69909,2663876,14
117,78108,2659756,14
118,75434,2664464,14
119,72751,2662464,14
120,76759,2662200,14
121,74126,2662384,14
122,68316,2766000,14
123,69020,2662608,14
124,73924,2615656,14
125,86455,2662640,14
126,78599,2662696,14
127,83549,2661892,14
128,74872,2663944,14
129,80650,2662160,14
130,76387,2662620,14
131,77666,2662348,14
132,72008,2662804,14
133,81039,2663416,14
134,81973,2663696,14
135,68841,2661824,14
136,68260,2661176,14
137,74835,2661816,14
138,80641,2662952,14
139,76297,2662388,14
140,99112,2662556,14
141,70340,2664372,14
142,68796,2662148,14
143,72014,2662516,14
144,76849,2661312,14
145,73592,2661808,14
146,67553,2663856,14
147,74061,2662372,14
148,65817,2661228,14
149,82291,2666076,14
150,79329,2660968,14
151,73891,2664364,14
152,73174,2660932,14
153,70221,2663432,14
154,74749,2660640,14
155,72325,2662288,14
156,73050,2664520,14
157,67207,2662084,14
158,64946,2662564,14
159,73314,2662304,14
160,78616,2662776,14
161,71517,2662144,14
162,75419,2662168,14
163,68091,2662112,14
164,76603,2662872,14
165,64478,2662372,14
166,76889,2661588,14
167,72576,2663024,14
168,77514,2662500,14
169,75815,2662484,14
170,68376,2662756,14
171,69979,2662228,14
172,78593,2662332,14
173,75361,2662548,14
174,80157,2661904,14
175,69932,2662324,14
176,83316,2662664,14
177,98237,2662752,14
178,87240,2662316,14
179,78238,2662216,14
180,74679,2662044,14
181,74700,2662840,14
182,81610,2661800,14
183,81872,2662804,14
184,72340,2662924,14
185,73904,2661988,14
186,80917,2662344,14
187,70936,2664188,14
188,67625,2662756,14
189,79472,2719236,14
190,85504,2753268,14
191,70612,2694468,14
192,67388,2662716,14
193,72503,2663268,14
194,77189,2664648,14
195,67088,2691484,14
196,73377,2663684,14
197,66023,2660388,14
198,78755,2662448,14
199,75148,2664296,14
200,87841,2660648,14
201,86675,2664316,14
202,70951,2661312,14
203,84041,2663380,14
204,75950,2660632,14
205,70801,2664100,14
206,73130,2662276,14
207,68697,2662172,14
208,73677,2662636,14
209,73007,2665136,14
210,70961,2862124,14
211,68261,2662740,14
212,71121,2661280,14
213,66277,2661392,14
214,81747,2664472,14
215,89878,2662132,14
216,72667,2662524,14
217,67928,2662268,14
218,65196,2662692,14
219,66605,2662192,14
220,79618,2661444,14
221,73262,2663368,14
222,70002,2638780,14
223,92738,2662796,14
224,74727,2662736,14
225,82646,2662012,14
226,67760,2664184,14
227,70968,2680252,14
228,67529,2663324,14
229,67823,2662380,14
230,74118,2662192,14
231,75677,2661740,14
232,82243,2675672,14
233,72733,2650024,14
234,72162,2662436,14
235,72570,2662280,14
236,83569,2662360,14
237,78313,2662460,14
238,75810,2662228,14
239,67395,2662740,14
240,72630,2662844,14
241,74502,2660900,14
242,69482,2661844,14
243,75962,2663364,14
244,59174,2662460,14
245,74508,2663088,14
246,75617,2662712,14
247,78012,2662556,14
248,79854,2662396,14
249,78496,2660780,14
250,66876,2662260,14
251,76791,2663660,14
252,81442,2662672,14
253,72542,2661680,14
254,74757,2660940,14
255,84155,2664156,14
256,70245,2662300,14
257,75075,2662288,14
258,70039,2662216,14
259,77705,2753544,14
260,77865,2661760,14
261,77693,2662836,14
262,66593,2662476,14
263,75542,2664732,14
264,67807,2662528,14
265,61992,2662028,14
266,72052,2662704,14
267,66751,2662540,14
268,83253,2660788,14
269,66055,2663836,14
270,87866,2662388,14
271,82434,2741676,15
272,71429,2662708,14
273,70460,2663212,14
274,87185,2661724,14
275,69743,2662620,14
276,73261,2662008,14
277,76460,2662940,14
278,70944,2662128,14
279,72406,2662432,14
280,71707,2662904,14
281,75884,2661916,14
282,74476,2662548,14
283,73756,2662292,14
284,85706,2662288,14
285,72394,2662340,14
286,64036,2662564,14
287,79936,2662372,14
288,71694,2661868,14
289,75862,2662672,14
290,67228,2662712,13
291,67361,2662456,14
292,73493,2662200,14
293,66868,2662520,14
294,75630,2662232,14
295,76782,2662256,14
296,72928,2661900,14
297,78254,2663408,14
298,88898,2667716,14
299,64886,2662424,14
300,79536,2660464,14
301,86096,2664740,14
302,67049,2660844,14
303,68153,2663600,14
304,72111,2661544,14
305,73743,2662996,14
306,77570,2662464,14
307,72496,2662340,14
308,61466,2659932,14
309,75414,2664468,14
310,75045,2662600,14
311,70360,2660944,14
312,75386,2664144,14
313,73622,2662364,14
314,66144,2662516,14
315,76376,2662048,14
316,71853,2662416,14
317,72267,2665488,14
318,87475,2662604,14
319,80040,2659140,14
320,74938,2661968,14
321,75140,2662952,14
322,78151,2660664,14
323,75750,2663848,14
324,82926,2662580,14
325,76945,2664592,14
326,75100,2658956,14
327,78304,2666012,14
328,91436,2658400,14
329,68724,2664100,14
330,63490,2719044,14
331,98583,2664444,14
332,78564,2662396,14
333,73113,2662152,14
334,66745,2662708,14
335,69096,2660376,14
336,79502,2669108,14
337,69480,2659092,14
338,65321,2658596,14
339,74126,2662796,14
340,73318,2663896,14
341,64907,2662364,14
342,77085,2662764,14
343,80084,2662652,14
344,80305,2662124,14
345,75047,2664496,14
346,75952,2658756,13
347,78826,2662032,14
348,67600,2663880,14
349,82782,2663104,14
350,74785,2662132,14
351,62021,2662504,14
352,73971,2659952,14
353,72759,2664440,13
354,67478,2662424,14
355,86095,2661000,14
356,85034,2669236,14
357,73627,2657060,13
358,74424,2664460,15
359,85665,2660596,14
360,81812,2662612,14
361,80617,2663028,14
362,72552,2662180,14
363,82905,2661424,14
364,78256,2663056,14
365,73727,2662576,14
366,95068,2662288,14
367,68827,2661812,13
368,68000,2662452,14
369,72520,2660708,14
370,58932,2662232,14
371,73488,2664344,14
372,71748,2661580,14
373,77238,2663004,14
374,78973,2661992,14
375,71838,2662476,14
376,75258,2666484,14
377,80575,2658636,14
378,84455,2705360,14
379,75522,2661848,14
380,77732,2662996,14
381,83222,2660460,14
382,69509,2664412,14
383,75740,2662056,14
384,65322,2662444,14
385,83959,2665840,14
386,81046,2658268,14
387,85118,2669176,14
388,74772,2665024,14
389,70291,2660064,14
390,89433,2664168,14
391,69712,2662136,14
392,75759,2660640,14
393,66236,2664312,14
394,69770,2662448,14
395,87649,2662108,14
396,71861,2661628,14
397,67114,2663328,14
398,80950,2662512,14
399,69213,2661972,14
400,86090,2662628,14
401,82096,2662156,14
402,68530,2662756,14
403,78069,2662652,14
404,79263,2662036,14
405,84309,2662460,14
406,81364,2662476,14
407,78000,2662588,14
408,85498,2662268,14
409,75608,2660256,14
410,75856,2664456,14
411,72721,2662264,14
412,76765,2661632,14
413,75983,2662268,14
414,72598,2663416,14
415,67699,2662328,14
416,70942,2660548,14
417,72850,2664592,14
