,rx_bytes_sum,duration,num_interruptions
0,986,78003708,5
1,2240,8687472,14
2,980,3839614654,5
3,24938,2852908,14
4,76699,2661636,14
5,79855,2662580,14
6,84773,2662724,14
7,100942,2662008,14
8,95003,2662152,14
9,92602,2662956,14
10,104554,2717976,16
11,95661,2662220,14
12,90247,2660864,14
13,90896,2662620,14
14,91795,2662784,14
15,101007,2662524,14
16,114381,2663808,14
17,92104,2662100,14
18,97843,2662392,14
19,101844,2662376,14
20,111084,2662436,14
21,103560,2660552,14
22,108433,2662680,14
23,105988,2664328,14
24,92646,2662232,14
25,105264,2660556,13
26,98616,2662180,14
27,92509,2667608,14
28,103108,2659136,14
29,104672,2663148,14
30,108016,2659540,14
31,87964,2664624,13
32,100936,2662392,14
33,90396,2662588,14
34,100915,2662096,14
35,92166,2664008,14
36,108023,2674156,16
37,85890,2647332,12
38,100909,2662296,14
39,95929,2664036,14
40,87108,2662372,14
41,86902,2662324,14
42,103474,2662548,14
43,89941,2662456,14
44,104728,2662668,14
45,89093,2662092,14
46,99887,2662444,14
47,94796,2660440,14
48,98729,2663976,14
49,89545,2662760,14
50,90592,2660800,14
51,108380,2663892,14
52,95282,2662300,14
53,97871,2660896,14
54,114392,2666128,14
55,108719,2661336,14
56,123433,2664076,14
57,105462,2662060,14
58,102892,2663084,14
59,112266,2662000,14
60,91551,2660676,14
61,107370,2670392,14
62,128693,2713792,16
63,128189,2742076,16
64,124361,2662128,13
65,104200,2663808,14
66,97198,2660548,14
67,108430,2663040,14
68,108236,2661472,14
69,107315,2665824,14
70,114298,2662160,14
71,112395,2660780,14
72,120233,2661400,14
73,113918,2662348,14
74,113877,2662604,14
75,99497,2661440,14
76,97739,2663608,14
77,106545,2663604,14
78,134248,2660408,14
79,106051,2664060,14
80,117229,2662720,14
81,104799,2662360,14
82,101306,2662360,14
83,110032,2660544,14
84,123840,2664396,14
85,95754,2662868,14
86,115840,2659716,14
87,120682,2664368,14
88,89082,2660820,14
89,110831,2662024,14
90,119825,2662512,14
91,106746,2662604,14
92,123164,2666068,14
93,112949,2659696,14
94,102887,2661468,14
95,127378,2664412,14
96,102486,2662404,14
97,116334,2662288,14
98,93720,2662428,14
99,99245,2660952,13
100,108043,2663908,15
101,107703,2660292,14
102,118447,2664460,14
103,110073,2662060,14
104,115102,2662508,14
105,104167,2660008,14
106,107740,2664996,14
107,100247,2661520,14
108,113421,2663248,14
109,106147,2662096,14
110,98133,2662080,14
111,89577,2662896,14
112,104939,2662000,14
113,97961,2662720,14
114,123556,2660624,14
115,107878,2664144,14
116,103358,2662472,14
117,108924,2667152,14
118,107844,2657536,14
119,102751,2662560,14
120,107954,2660796,14
121,121502,2666540,14
122,105848,2659860,14
123,105546,2662456,14
124,106824,2662264,14
125,122540,2691848,15
126,98800,2631124,13
127,105093,2663988,14
128,102127,2662316,14
129,114521,2662612,14
130,102342,2662252,14
131,95997,2662652,14
132,113050,2662712,14
133,99668,2662236,14
134,120212,2662008,14
135,105502,2662848,14
136,101666,2662080,14
137,105855,2662628,14
138,123624,2662200,14
139,110221,2662588,14
140,117063,2662244,14
141,108628,2662676,14
142,109768,2661972,14
143,102727,2662736,14
144,114200,2662108,14
145,106839,2662520,14
146,110470,2662576,14
147,120173,2662136,14
148,110208,2662588,14
149,107488,2662296,14
150,119356,2662412,14
151,98938,2662416,14
152,103920,2661368,14
153,133450,2678852,14
154,114267,2646940,14
155,102389,2662652,14
156,101023,2660944,14
157,94325,2662468,14
158,121439,2663376,14
159,111435,2662956,14
160,110720,2662064,14
161,131290,2665244,14
162,105402,2659476,14
163,103899,2662468,14
164,111702,2662572,14
165,116478,2709984,15
166,109032,2660888,14
167,120558,2661884,14
168,97981,2664788,14
169,118497,2662388,14
170,101654,2660448,14
171,111585,2662224,14
172,105832,2663396,14
173,114352,2661844,14
174,118547,2662092,14
175,115047,2662992,14
176,110745,2661704,14
177,112049,2662468,14
178,107702,2664256,14
179,105481,2662176,14
180,90388,2662588,14
181,120493,2662728,14
182,98671,2667240,14
183,102294,2655616,14
184,125783,2662380,14
185,100473,2663820,14
186,98607,2662116,13
187,106117,2662172,14
188,109012,2662440,14
189,125109,2662172,14
190,101913,2663108,14
191,102554,2663272,14
192,107946,2661580,14
193,105021,2662760,14
194,123774,2662136,14
195,116227,2662192,14
196,120578,2662632,14
197,100146,2661520,14
198,103813,2661588,14
199,124192,2664196,14
200,111895,2662376,14
201,109507,2662436,14
202,108446,2660420,14
203,111095,2664532,14
204,96130,2662276,14
205,107241,2661600,14
206,122740,2662716,14
207,121045,2662868,14
208,99420,2661216,14
209,95278,2662896,14
210,104159,2662772,14
211,117940,2663252,14
212,106269,2661872,14
213,108626,2661980,14
214,113781,2662120,14
215,118620,2662964,14
216,112464,2662384,14
217,121099,2662424,14
218,115041,2662348,14
219,123057,2681168,15
220,98911,2643616,13
221,97418,2662392,14
222,113759,2662348,14
223,108182,2660916,14
224,110287,2663616,14
225,103355,2662596,14
226,91893,2662508,14
227,104056,2662180,14
228,111249,2662740,14
229,108838,2662528,14
230,107632,2662076,14
231,121402,2662392,14
232,109399,2662160,14
233,116535,2662624,14
234,111347,2662680,14
235,110822,2662248,14
236,105097,2660168,13
237,106774,2664428,14
238,119233,2662336,14
239,101929,2660788,14
240,116129,2664104,14
241,105351,2662620,14
242,119867,2661944,14
243,104532,2662800,14
244,97772,2661716,14
245,104303,2662904,14
246,129626,2662456,14
247,108851,2660772,14
248,119070,2662588,14
249,116922,2663852,14
250,104465,2660840,14
251,110670,2662076,14
252,100494,2664348,14
253,98617,2662408,14
254,133630,2662892,14
255,90705,2660576,14
256,95736,2663860,14
257,105016,2661996,14
258,109879,2666936,14
259,118005,2657716,14
260,118417,2662800,14
261,113477,2661684,14
262,105274,2661736,14
263,124100,2663468,14
264,113235,2662524,14
265,104353,2662540,14
266,96967,2662292,14
267,102112,2662932,14
268,110905,2661948,14
269,110306,2662560,14
270,120155,2662196,14
271,104264,2662328,14
272,121950,2662556,14
273,103805,2662452,14
274,113011,2662088,14
275,117499,2661248,14
276,104290,2663572,14
277,113801,2662344,14
278,94826,2662560,14
279,103475,2662496,14
280,118566,2662008,14
281,102255,2662552,14
282,117433,2662556,14
283,108314,2662496,14
284,112167,2662100,14
285,84590,2662660,13
286,81400,2662260,13
287,116313,2661084,14
288,128581,2661908,14
289,123165,2662308,14
290,126742,2664416,14
291,105142,2662392,14
292,103301,2660756,14
293,109300,2664132,14
294,107007,2661580,14
295,103453,2662372,14
296,98384,2663140,14
297,92169,2660252,14
298,104884,2664760,14
299,113352,2661904,14
300,103068,2661388,14
301,115870,2664072,14
302,99868,2660856,14
303,100513,2660824,14
304,103874,2665120,14
305,111221,2662480,14
306,104791,2662344,14
307,103051,2661624,14
308,118145,2663180,14
309,103656,2662168,14
310,121346,2662964,14
311,114084,2660164,14
312,115342,2664152,14
313,111257,2662284,14
314,101728,2662588,14
315,98085,2662888,14
316,104463,2662064,14
317,123712,2662244,14
318,101165,2662568,14
319,94916,2662416,14
320,96980,2662204,14
321,111782,2662488,14
322,121533,2660300,14
323,111723,2663516,14
324,114326,2661632,14
325,101147,2663204,14
326,112415,2661308,14
327,107630,2664256,14
328,105557,2660664,14
329,110236,2662168,14
330,97179,2676264,14
331,107428,2662356,14
332,93789,2664184,14
333,109911,2662260,14
334,114399,2662324,14
335,117943,2661780,14
336,110762,2662984,14
337,87198,2662268,14
338,112010,2662504,14
339,99026,2662352,14
340,111509,2660644,14
341,114923,2662380,14
342,97271,2662808,14
343,112941,2663848,14
344,101622,2660224,14
345,103275,2664588,14
346,110663,2662604,14
347,99711,2662140,14
348,114972,2662232,14
349,119190,2662364,14
350,102385,2662396,14
351,106091,2662560,14
352,110799,2660508,14
353,121263,2664820,14
354,110815,2659912,14
355,117282,2664680,14
356,107950,2662132,14
357,103739,2662324,14
358,90729,2662120,13
359,103423,2673764,14
360,112613,2650420,14
361,110082,2663708,14
362,107667,2662252,14
363,113903,2662376,14
364,116405,2660424,14
365,113340,2664540,14
366,112751,2661396,14
367,108756,2662992,14
368,102399,2662408,14
369,104265,2660104,14
370,114511,2671512,14
371,105325,2658960,14
372,117926,2659408,13
373,109457,2661932,14
374,101522,2662316,13
375,98259,2662548,14
376,107999,2662368,14
377,116321,2668176,14
378,118217,2656708,14
379,112268,2662464,14
380,101785,2664988,14
381,110262,2659928,14
382,102036,2662372,14
383,113096,2661928,14
384,112978,2662348,14
385,97252,2662764,14
386,116402,2662688,14
387,105197,2662272,14
388,111986,2662456,14
389,109819,2661096,14
390,123154,2702232,13
391,81944,2664684,14
392,111142,2670468,14
393,106570,2653596,14
394,108937,2662360,14
395,105336,2662732,14
396,115244,2662356,14
397,109697,2668384,14
398,119777,2656660,14
399,102673,2666644,14
400,139529,2658160,14
401,111809,2660096,14
402,101690,2662560,14
403,103152,2663412,14
404,116614,2664672,14
405,97666,2658768,14
406,110714,2664396,14
407,106204,2667512,14
408,116015,2657064,14
409,118975,2660400,14
410,113009,2664136,14
411,110509,2660772,14
412,127292,2662612,14
413,100884,2662668,14
414,104145,2670656,14
