,rx_bytes_sum,num_interruptions,duration
0,66,3,0.009628964699643
1,3646,23,0.007562475711198521
2,2800,14,5.0128982803097516e-05
3,1147216,143,0.009509328796320275
4,1458062,154,0.009328029423458423
5,1484487,154,0.009946313774590957
6,1497042,154,0.00994711791279928
7,1535580,154,0.009946455843605463
8,1603612,154,0.009947484809477521
9,1658897,154,0.00994687101616242
10,1661427,154,0.009943137221771457
11,1590469,154,0.00994562136055909
12,1690183,154,0.009946349636672288
13,1692469,154,0.009946879292027342
14,1606505,154,0.009939307565278471
15,1640275,154,0.009939651013672763
16,1654948,154,0.00993936687564375
17,1634989,154,0.009938900668586437
18,1709201,154,0.009938951703086793
19,1643339,154,0.009939088254858019
20,1616024,154,0.009938646875395474
21,1635143,154,0.009949470327403561
22,1654969,154,0.00995077929337217
23,1642684,154,0.00994992549997431
24,1695452,154,0.009951128259009744
25,1656942,154,0.00995105239691462
26,1625022,154,0.009951104810725796
27,1667590,154,0.009950524120870387
28,1596622,154,0.00995047446568085
29,1638101,154,0.00995550963983091
30,1611291,154,0.009962993090687274
31,1679668,154,0.009961505503967415
32,1630177,154,0.009966871023058974
33,1621358,154,0.009963599297792862
34,1654212,153,0.009978266889057548
35,1650842,154,0.009973694473687749
36,1585330,151,0.009500490172582818
37,1610476,154,0.009519468799816827
38,1631201,153,0.009527416388764273
39,1631854,154,0.009554442604980208
40,1612703,154,0.009542599152620398
41,1669621,154,0.009540737083012786
42,1722018,153,0.00999526965354126
43,1598939,153,0.009599879862027538
44,1584744,154,0.009723939904806864
45,1628784,153,0.009723321973559301
46,1670263,153,0.009752415776695096
47,1566527,154,0.009922274455956708
48,1623609,153,0.009751116465902229
49,1581848,154,0.009751145431429459
50,1582933,153,0.009922419283592856
51,1656801,154,0.009965416539798808
52,1634559,153,0.009964893780997856
53,1664011,154,0.009965499298448035
54,1667993,154,0.009957286881823063
55,1618879,154,0.00985025925871009
56,1612872,154,0.009849837189599031
57,1630445,153,0.009828604078828993
58,1612400,154,0.00982283028373458
59,1641596,153,0.009828608216761453
60,1660125,154,0.009951228259044227
61,1666553,154,0.009952568949161706
62,1636251,151,0.009948821361662539
63,1582680,154,0.009943465497746723
64,1627384,154,0.009929437906702726
65,1654736,151,0.009829615113660385
66,1696044,154,0.009729914389625652
67,1699810,154,0.009731788873030646
68,1610363,154,0.009727271630093666
69,1661516,153,0.009758490951203777
70,1605024,153,0.009699777827509595
71,1592939,154,0.009698450930500322
72,1624604,154,0.009739850255120778
73,1573308,154,0.009739942668945747
74,1586599,154,0.009771219921110318
75,1672580,154,0.009771146817636833
76,1644286,153,0.009782603373311508
77,1680712,154,0.009801992345514602
78,1598568,154,0.00980067510368107
79,1611372,153,0.009703915759970951
80,1684404,154,0.00979719579213648
81,1661035,154,0.00979246475602233
82,1636630,154,0.009795020618972626
83,1668042,154,0.0097925571698473
84,1659284,154,0.009792325445629463
85,1630740,154,0.009841081324510802
86,1631425,154,0.009845382015648971
87,1657369,153,0.009844947532740529
88,1638087,154,0.009845161325917699
89,1651898,154,0.009846006843450635
90,1581129,154,0.009743161290745274
91,1643156,153,0.009743068876920303
92,1626251,154,0.00978187716616454
93,1680663,154,0.009782473028438975
94,1645312,154,0.009782780614751936
95,1604312,154,0.00976558198813172
96,1612501,154,0.009774533715356453
97,1647596,154,0.009765715781281305
98,1640837,154,0.009838313047694154
99,1613465,154,0.009882129614527453
100,1641020,154,0.009880889614099867
101,1663041,154,0.009806017864144092
102,1606841,154,0.009924266180781441
103,1628053,154,0.009925041353462536
104,1649914,154,0.009924697905068244
105,1629853,154,0.009921951697224722
106,1610969,154,0.00992825859595124
107,1623932,154,0.009924174456611881
108,1603864,153,0.00992859652710225
109,1636591,154,0.009872950990672756
110,1653787,154,0.009872225473181197
111,1656956,153,0.009983204821794767
112,1713483,154,0.009983666201264207
113,1629596,153,0.009982615166419023
114,1611519,154,0.009982251718017834
115,1669848,154,0.009982702752656121
116,1662458,154,0.009983086201064207
117,1632771,154,0.009993619308144588
118,1680443,154,0.009877462716366454
119,1594851,154,0.009882320649076086
120,1630953,151,0.00981892131686942
121,1623519,154,0.009842689600927448
122,1633446,153,0.009849234430770494
123,1632489,154,0.009940969634817115
124,1619750,154,0.009946242740083704
125,1661914,154,0.009943423428766699
126,1675175,154,0.009867659264710091
127,1617922,154,0.00987708547485706
128,1643079,154,0.009877524095697964
129,1668086,154,0.009876804095449688
130,1616240,154,0.009896833067873471
131,1678196,154,0.00989722203352484
132,1665596,153,0.009895856515812592
133,1675514,153,0.009875656508847072
134,1642644,154,0.009954506880864442
135,1651361,154,0.009939254461811884
136,1625275,153,0.009938377220130076
137,1668664,154,0.009931537217771454
138,1635270,154,0.009929355148053499
139,1657006,154,0.009906199277999751
140,1603798,154,0.00995688067478644
141,1615544,154,0.009958145502808794
142,1605733,154,0.009953455846019258
143,1583936,153,0.009969442058428295
144,1655917,153,0.009970906886519616
145,1622442,154,0.00994095377274268
146,1633641,154,0.009898299964931023
147,1638688,154,0.009899564792953376
148,1605496,152,0.009898792378893923
149,1603470,154,0.009897557895709619
150,1592566,153,0.009898174447646362
151,1673617,154,0.009898240654565743
152,1605109,154,0.009899502723966457
153,1652773,154,0.009872182714545763
154,1656285,154,0.009860451676017819
155,1462971,152,0.009964706884381684
156,1696917,152,0.009960466193264204
157,1657453,152,0.009958027571733646
158,1618545,151,0.00995083998304827
159,1624921,153,0.009985028270699404
160,1598356,153,0.009941628255733881
161,1632390,153,0.009925720664041609
162,1616674,153,0.009909868934437564
163,1647498,152,0.009999551723983353
164,1626262,152,0.009975455853605467
165,1651890,153,0.009878835130632804
166,1678206,153,0.009914706177484888
167,1649283,153,0.009945918602040898
168,1637007,154,0.009946131015907246
169,1611884,154,0.009972277231819735
170,1594920,153,0.009845068912092728
171,1615109,154,0.009901146862464434
172,1637460,150,0.009906968933437564
173,1683076,153,0.009987343443911532
174,1607223,152,0.009889602030897253
175,1659358,154,0.0099682689545755
176,1695214,154,0.009968318609765037
177,1647238,154,0.009967702057828296
178,1615697,154,0.009967791713031625
179,1637928,153,0.009964259298020448
180,1657624,151,0.009949019292765274
181,1595705,153,0.009890713755418536
182,1665055,154,0.009944243429049458
183,1644143,154,0.009949668258506296
184,1674993,154,0.009959802055104158
185,1643941,153,0.009878990303100105
186,1633973,154,0.009878817889247549
187,1656024,153,0.009906839967875851
188,1607671,154,0.009905388932892735
189,1652423,154,0.009910279969062059
190,1581445,154,0.009909255141122463
191,1618567,154,0.009908878589268479
192,1581749,154,0.00993368963230677
193,1604269,151,0.009909329623906766
194,1614735,153,0.009958915158246606
195,1606874,153,0.009937555150881086
196,1623556,154,0.009984768270609748
197,1620681,154,0.009985943443428773
198,1610408,153,0.009984508960175503
199,1671961,154,0.009984928270664922
200,1626328,154,0.009985052408638761
201,1604039,154,0.009984525511905349
202,1618540,154,0.009985648270913196
203,1638071,154,0.00996005377932889
204,1615426,154,0.00995608688140927
205,1643864,154,0.009947503430173596
206,1660342,154,0.009934707563692264
207,1627316,154,0.009855955812398556
208,1636066,154,0.009843442704635415
209,1631922,154,0.009842739256116985
210,1638682,153,0.009842915807902003
211,1642646,154,0.009836428909113418
212,1642772,154,0.009782313028383803
213,1696225,154,0.0097640564703643
214,1643325,154,0.009759547503292243
215,1693543,154,0.009763815090970721
216,1591326,154,0.009756528191906273
217,1614137,154,0.00984824684422305
218,1641461,154,0.009850404086346236
219,1638215,154,0.009849426154974536
220,1633481,154,0.009831024769318885
221,1646713,154,0.009829930975838267
222,1657787,154,0.0098366840816152
223,1654689,154,0.009928980665165746
224,1658747,153,0.009929230320424249
225,1676383,152,0.00982884132029011
226,1647511,154,0.009917498592240894
227,1620506,154,0.009916574453991191
228,1640411,154,0.00990881720993697
229,1645070,154,0.009875297198378345
230,1640605,154,0.00982639580220545
231,1604510,154,0.009989681375752199
232,1654408,154,0.009989816548212602
233,1625439,154,0.00999041516910868
234,1642420,154,0.009989681375752199
235,1613298,154,0.009989874479267061
236,1649855,153,0.00995139239703186
237,1662352,154,0.009968969644472291
238,1634575,153,0.009845033050011397
239,1639629,154,0.00984610891245135
240,1628900,154,0.009845322705283691
241,1621210,154,0.00984534753287846
242,1561156,153,0.00983875994439998
243,1633104,154,0.009846684085063478
244,1611566,154,0.009910026865526505
245,1647559,154,0.009917276523198801
246,1631975,154,0.00992154824880974
247,1626031,154,0.009940175841439945
248,1639792,153,0.009924573767094403
249,1609282,154,0.009976582750545776
250,1642956,154,0.009975836543391911
251,1591449,153,0.009923852387535306
252,1619001,154,0.009991477238440427
253,1650978,153,0.009991597238481807
254,1664979,154,0.009990834479598096
255,1653397,153,0.009996878619613318
256,1622217,154,0.009997542068117954
257,1625249,153,0.009959052399673242
258,1563042,153,0.009984244822153387
259,1608547,151,0.009956286191822825
260,1599205,152,0.009778856475467751
261,1593050,154,0.009853248225258009
262,1626368,154,0.009848093740721979
263,1550837,154,0.009867983402752897
264,1683190,154,0.009858289606306761
265,1624462,154,0.009865342022531733
266,1602411,154,0.009862699262999746
267,1622387,153,0.009802499931896528
268,1609556,154,0.009804600622276076
269,1671468,154,0.009805708208864899
270,1601026,154,0.00980531096734861
271,1582462,154,0.00984522960180331
272,1665408,154,0.009850308224244216
273,1615709,153,0.00994739377496337
274,1646466,154,0.00995468481196028
275,1596655,154,0.009941578600544345
276,1628093,153,0.009940757910606175
277,1630530,153,0.009964748953361708
278,1640464,153,0.009974632405045657
279,1680982,152,0.009979497923964801
280,1625122,152,0.009974331025631389
281,1649057,153,0.009914291694583343
282,1620723,153,0.009925731698528171
283,1638757,153,0.009904535829150286
284,1625470,154,0.009980584131235907
285,1708321,154,0.009980021372421164
286,1618651,154,0.009979934475839475
287,1641217,154,0.00997967792402687
288,1610535,154,0.009907895830308907
289,1634526,154,0.00994205032484494
290,1657240,154,0.009942444807739589
291,1693373,154,0.00994379239441117
292,1653451,154,0.009958128951078948
293,1634629,153,0.009921875835129598
294,1619221,154,0.00996884136856599
295,1621012,152,0.009968108954520329
296,1619600,154,0.009968328264940781
297,1601851,154,0.009968521368455644
298,1671986,153,0.009880790993376205
299,1685088,154,0.009895174446611877
300,1641598,154,0.009913115142453497
301,1617032,154,0.009911086865892023
302,1642611,154,0.009906740657496778
303,1675890,154,0.009940303427690837
304,1601727,154,0.009973866197884896
305,1596000,154,0.009973039990703446
306,1646095,154,0.009974008266899403
307,1614131,153,0.009974617922282042
308,1661653,154,0.009979558613640901
309,1643509,153,0.009946015153798329
310,1624640,153,0.0099368613575384
311,1653958,154,0.009983661373676336
312,1623367,154,0.009972396542205704
313,1641844,154,0.00997314826660285
314,1652802,153,0.00997284068028989
315,1635377,153,0.009935715839902014
316,1607147,153,0.009977985509650176
317,1563773,152,0.009980759993365515
318,1598895,153,0.009955799984758616
319,1605653,153,0.009878222026973112
320,1625123,154,0.009942031014493454
321,1663528,154,0.009872092369687025
322,1626397,154,0.009945263429401182
323,1660696,154,0.009947624809525796
324,1608373,154,0.009869095127274182
325,1678574,154,0.009919184110063485
326,1601122,154,0.009920986869305816
327,1612753,154,0.009919248937672048
328,1607063,153,0.00987039995531033
329,1626333,153,0.009869264782505098
330,1659041,153,0.009912687556099158
331,1604328,153,0.00997058343813222
332,1673461,154,0.009983295166653505
333,1647903,154,0.00998370344265636
334,1613263,153,0.009974354473915335
335,1657113,152,0.009867905471691541
336,1635325,154,0.009874342715290592
337,1714581,154,0.009760170262127676
338,1649874,154,0.009763923366870127
339,1640765,154,0.00975868474437405
340,1671299,154,0.009760127503492243
341,1644746,154,0.009758675089198306
342,1653879,153,0.009758961985848962
343,1589355,154,0.009771892335135288
344,1623211,154,0.009772035783460614
345,1634652,154,0.009757993709653003
346,1681364,154,0.009781126131422804
347,1657191,153,0.0099938696530585
348,1639595,154,0.009994766205091795
349,1637113,154,0.009993482066717954
350,1550207,153,0.009778707509899141
351,1677925,154,0.00984317925626871
352,1624723,154,0.009957878606165036
353,1685982,154,0.009968804127173837
354,1602689,154,0.009965878608923659
355,1632691,153,0.009759821296490102
356,1638467,154,0.009854052363466332
357,1635446,154,0.009929102734173356
358,1597866,154,0.009900105482794994
359,1626387,154,0.009899297206654209
360,1641564,154,0.009913709625417112
361,1637501,154,0.009920739972668955
362,1647162,154,0.00989578892958239
363,1672793,154,0.009895896515826385
364,1647198,154,0.00989521237765944
365,1623192,154,0.009932497907757899
366,1657360,154,0.009948086878650647
367,1615690,154,0.009948139292461826
368,1624083,154,0.009944456532571219
369,1597650,154,0.009944484118787627
370,1626386,154,0.009944475842922705
