,rx_bytes_sum,duration,num_interruptions
0,1538,85022066,7
1,84928,18216696,7
2,3920,981464320,18
3,280,2842554932,9
4,2255,2667268,11
5,46966,6202416,33
6,49196,7799204,37
7,11809,2608828,13
8,19627,2769932,13
9,14932,2662396,13
10,24715,2980744,14
11,14002,2604768,13
12,12467,2633272,10
13,15658,2624908,11
14,15601,2607504,13
15,20402,2663944,13
16,20910,2808296,12
17,13098,2721092,13
18,12335,2661388,12
19,13974,2664060,13
20,16807,2625228,13
21,13466,2670944,12
22,15856,2661616,13
23,23754,2862052,13
24,24887,2728984,14
25,15409,2795992,12
26,18161,2669116,13
27,16468,2628804,13
28,16824,2996784,13
29,13341,2747164,13
30,19966,2825980,13
31,14337,2661780,13
32,13696,2763280,14
33,19082,2662232,14
34,17739,2786612,13
35,18279,3049468,13
36,23590,3413216,17
37,14788,2828568,12
38,20831,2680192,14
39,14959,2808616,12
40,14244,2768948,15
41,18122,2751280,14
42,18952,2805284,12
43,14811,2859884,13
44,22963,2927372,15
45,20431,2662952,12
46,20551,3043072,16
47,16908,2965176,14
48,25256,3597408,19
49,15873,3022056,13
50,16423,2620856,14
51,17121,2616820,14
52,17707,2662844,10
53,20423,2661252,12
54,16216,2857044,14
55,19756,2699680,13
56,16587,2662300,12
57,12357,2662468,12
58,18687,2754036,13
59,18600,2662392,13
60,18031,2662280,13
61,9666,2660420,8
62,18465,2664144,13
63,18677,2863684,12
64,17076,2813784,15
65,14991,2664032,12
66,33942,2706168,12
67,15398,2662376,12
68,16019,2764788,14
69,25070,3039104,16
70,19899,2843884,11
71,19373,2971776,15
72,16308,2712036,12
73,13363,2748220,11
74,20282,3367780,16
75,11910,2717516,12
76,17975,2717240,13
77,24311,2895808,13
78,15295,2745096,13
79,15933,2663328,12
80,17415,2786572,13
81,16699,3552084,12
82,15379,2659064,13
83,17819,2774676,14
84,12850,2628416,12
85,15708,2707516,12
86,17164,2618436,12
87,15288,2623904,13
88,15591,2606328,11
89,17116,2730128,12
90,13479,2662860,13
91,18051,2841200,13
92,21745,2858612,13
93,19873,3011280,12
94,15315,2830632,15
95,15567,2663236,11
96,22012,2664176,13
97,18645,2663552,12
98,24898,2673016,12
99,16828,2756768,13
100,15414,2660924,13
101,18733,2739808,11
102,18820,2662332,13
103,17688,2786752,13
104,17954,2663196,13
105,20335,2830312,13
106,19855,2811180,14
107,11557,2775944,11
108,17356,2663256,13
109,15527,2662296,12
110,18966,2661848,13
111,13965,2663276,11
112,18912,2662040,12
113,14052,2683236,13
114,15422,2663156,13
115,17461,2662364,13
116,19440,2713160,12
117,13690,2662632,9
118,22266,2640836,13
119,17049,2771420,13
120,17937,2662412,12
121,18310,2767932,14
122,16364,2663356,13
123,15718,2863748,15
124,17769,2873304,13
125,16075,2715960,12
126,21648,2754952,14
127,14363,2816384,12
128,19762,2808276,13
129,13872,2664584,10
130,12595,2742052,13
131,17248,2759820,13
132,21255,2705160,12
133,23195,2662872,13
134,16620,2673468,12
135,17958,2790100,11
136,13541,2662784,13
137,24098,2662076,12
138,19494,2683580,13
139,13663,2683556,13
140,16678,2660888,12
141,9984,2663976,10
142,22190,2841140,15
143,18802,2760880,13
144,16400,2688748,13
145,14354,2816828,13
146,12078,2662404,11
147,18384,2662636,12
148,18796,3012664,13
149,23138,3027248,14
150,17891,2663008,13
151,18786,2737344,13
152,22441,2640576,12
153,19432,2609692,12
154,16346,2717276,10
155,19647,2821640,13
156,16065,2756236,12
157,15085,2745624,12
158,16756,2828964,13
159,18788,2666288,13
160,21587,2884168,13
161,18351,2807920,14
162,19211,2602168,9
163,18740,2749060,12
164,21088,2673332,13
165,15835,2671912,11
166,21795,2661904,13
167,16855,2664004,13
168,16618,2803724,13
169,17360,2686716,13
170,14664,2788868,13
171,15862,2787572,13
172,13916,2658712,12
173,18354,2850444,14
174,18072,2816468,13
175,14583,2661984,13
176,15249,2766300,11
177,15338,2820400,12
178,23020,2648932,13
179,16728,2661560,13
180,18749,2925816,14
181,15918,2604356,12
182,21173,2662884,13
183,17382,2827800,13
184,12948,2661916,11
185,18919,2833608,13
186,11860,2717440,12
187,20266,2652652,12
188,18078,2664380,13
189,23138,2760420,13
190,20326,2662504,11
191,21455,2776072,13
192,16214,2772544,13
193,23045,2834840,14
194,24232,2654368,13
195,12827,2635272,11
196,16543,2663348,13
197,17622,2613820,13
198,17808,2784972,14
199,22233,2663460,13
200,17317,2767616,14
201,18082,2800192,14
202,23526,2663916,13
203,11153,2690996,12
204,17403,2663336,15
205,15282,2707568,13
206,20433,2763468,12
207,14629,2895168,13
208,16737,2668320,14
209,18131,2663716,14
210,16812,2742200,14
211,15762,2689200,14
212,19133,2660124,13
213,20267,2775240,14
214,19738,2662960,13
215,20147,2665144,14
216,13030,2835800,13
217,20985,2792816,14
218,17365,2626748,14
219,19096,2607004,12
